country,year,population,gdp,cement_co2,co2,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,consumption_co2,flaring_co2,gas_co2,methane,nitrous_oxide,oil_co2,other_industry_co2,primary_energy_consumption,total_ghg
Asia,2014,4412496398,,1192.221,19068.562,4.321,0.408,0.258,10745.088,17569.045,115.734,2499.506,3749.87,1267.38,4320.56,195.456,73954.727,23992.98
Asia,2015,4458250376,,1137.236,19206.867,4.308,0.396,0.255,10672.142,17861.305,117.555,2578.933,3775.48,1290.91,4505.157,195.844,75422.281,24046.99
Asia,2016,4502955714,,1182.519,19303.904,4.287,0.385,0.25,10544.242,17909.85,123.456,2680.369,3677.46,1300.08,4575.845,197.474,77189.898,23972.568
Asia,2017,4547095064,,1201.785,19839.646,4.363,0.382,0.249,10794.347,18390.08,127.207,2805.225,3716.51,1319.94,4711.42,199.66,79648.156,24566.141
Asia,2018,4588802751,,1260.604,20437.713,4.454,0.38,0.248,11148.442,19077.648,121.688,2957.418,3817.08,1322.39,4748.653,200.909,82551.156,25456.09
Asia,2019,4627738749,,1306.443,20894.498,4.515,,0.247,11458.775,19520.541,113.137,3018.15,3877.76,1337.94,4791.942,206.051,84601.555,26048.539
Asia,2020,4663086623,,1330.143,20689.746,4.437,,0.253,11351.919,19240.953,116.197,3052.322,,,4638.769,200.396,83521.93,
Asia,2021,4693332132,,1358.534,21688.988,4.621,,0.25,11959.011,,121.619,3242.854,,,4806.574,200.396,88466.648,
China,1850,409821554,3.53E+11,,,,,,,,,,,,,,,
China,1851,407685621,,,,,,,,,,,,,,,,
China,1852,404840117,,,,,,,,,,,,,,,,
China,1853,401291154,,,,,,,,,,,,,,,,
China,1854,397773301,,,,,,,,,,,,,,,,
China,1855,394286284,,,,,,,,,,,,,,,,
China,1856,390829834,,,,,,,,,,,,,,,,
China,1857,387403681,,,,,,,,,,,,,,,,
China,1858,384007562,,,,,,,,,,,,,,,,
China,1859,380918916,,,,,,,,,,,,,,,,
China,1860,378133654,,,,,,,,,,,,,,,,
China,1861,375647734,,,,,,,,,,,,,,,,
China,1862,373457152,,,,,,,,,,,,,,,,
China,1863,371557949,,,,,,,,,,,,,,,,
China,1864,369668403,,,,,,,,,,,,,,,,
China,1865,367788464,,,,,,,,,,,,,,,,
China,1866,365918083,,,,,,,,,,,,,,,,
China,1867,364057212,,,,,,,,,,,,,,,,
China,1868,362205803,,,,,,,,,,,,,,,,
China,1869,360931425,,,,,,,,,,,,,,,,
China,1870,360232792,3.38E+11,,,,,,,,,,,,,,,
China,1871,360108630,,,,,,,,,,,,,,,,
China,1872,360557676,,,,,,,,,,,,,,,,
China,1873,361578676,,,,,,,,,,,,,,,,
China,1874,362602566,,,,,,,,,,,,,,,,
China,1875,363629353,,,,,,,,,,,,,,,,
China,1876,364659045,,,,,,,,,,,,,,,,
China,1877,365691652,,,,,,,,,,,,,,,,
China,1878,366727181,,,,,,,,,,,,,,,,
China,1879,367799212,,,,,,,,,,,,,,,,
China,1880,368907964,,,,,,,,,,,,,,,,
China,1881,370053652,,,,,,,,,,,,,,,,
China,1882,371236494,,,,,,,,,,,,,,,,
China,1883,372456710,,,,,,,,,,,,,,,,
China,1884,373680935,,,,,,,,,,,,,,,,
China,1885,374909182,,,,,,,,,,,,,,,,
China,1886,376141464,,,,,,,,,,,,,,,,
China,1887,377377794,3.43E+11,,,,,,,,,,,,,,,
China,1888,378618186,,,,,,,,,,,,,,,,
China,1889,380009637,,,,,,,,,,,,,,,,
China,1890,381553421,3.66E+11,,,,,,,,,,,,,,,
China,1891,383250820,,,,,,,,,,,,,,,,
China,1892,385103123,,,,,,,,,,,,,,,,
China,1893,387111631,,,,,,,,,,,,,,,,
China,1894,389130612,,,,,,,,,,,,,,,,
China,1895,391160121,,,,,,,,,,,,,,,,
China,1896,393200213,,,,,,,,,,,,,,,,
China,1897,395250942,,,,,,,,,,,,,,,,
China,1898,397312365,,,,,,,,,,,,,,,,
China,1899,399421783,,,0,0,,,,,0,0,,,0,,,
China,1900,401579661,3.89E+11,,,,,,,,,,,,,,,
China,1901,403786465,,,,,,,,,,,,,,,,
China,1902,406042669,,,0,0,,,,,0,0,,,0,,,
China,1903,408348748,,,0,0,,,,,0,0,,,0,,,
China,1904,410667922,,,0,0,,,,,0,0,,,0,,,
China,1905,413000265,,,0,0,,,,,0,0,,,0,,,
China,1906,415345852,,,0,0,,,,,0,0,,,0,,,
China,1907,417704759,,,19.894,0.048,,,19.894,,0,0,,,0,,,
China,1908,420077060,,,22.736,0.054,,,22.736,,0,0,,,0,,,
China,1909,422922872,,,24.252,0.057,,,24.252,,0,0,,,0,,,
China,1910,426250021,,,25.009,0.059,,,25.009,,0,0,,,0,,,
China,1911,430066435,3.87E+11,,24.631,0.057,0.064,,24.631,,0,0,,,0,,,
China,1912,434380144,,,17.029,0.039,,,17.029,,0,0,,,0,,,
China,1913,439199283,4.31E+11,,24.252,0.055,0.056,,24.252,,0,0,,,0,,,
China,1914,444071884,,,26.718,0.06,,,26.718,,0,0,,,0,,,
China,1915,448998541,,,25.421,0.057,,,25.421,,0,0,,,0,,,
China,1916,453979853,,,30.131,0.066,,,30.131,,0,0,,,0,,,
China,1917,459016426,,,32.023,0.07,,,32.023,,0,0,,,0,,,
China,1918,464075232,,,34.748,0.075,,,34.748,,0,0,,,0,,,
China,1919,468480579,,,37.997,0.081,,,37.997,,0,0,,,0,,,
China,1920,472222750,,,40.278,0.085,,,40.278,,0,0,,,0,,,
China,1921,475291915,,,38.763,0.082,,,38.763,,0,0,,,0,,,
China,1922,477678125,,,39.972,0.084,,,39.972,,0,0,,,0,,,
China,1923,479371311,,,46.518,0.097,,,46.518,,0,0,,,0,,,
China,1924,481070499,,,48.846,0.102,,,48.846,,0,0,,,0,,,
China,1925,482775710,,,45.955,0.095,,,45.955,,0,0,,,0,,,
China,1926,484486965,,,43.66,0.09,,,43.653,,0,0,,,0.007,,,
China,1927,486204286,,,45.809,0.094,,,45.798,,0,0,,,0.011,,,
China,1928,487927695,,0.04,47.591,0.098,,,47.541,,0,0,,,0.011,,,
China,1929,489891377,4.89E+11,0.077,48.282,0.099,0.099,,48.194,,0,0,,,0.011,,,
China,1930,492097572,4.95E+11,0.073,49.558,0.101,0.1,,49.331,,0,0,,,0.154,,,
China,1931,494548536,5.00E+11,0.098,51.905,0.105,0.104,,51.62,,0,0,,,0.187,,,
China,1932,497246541,5.16E+11,0.08,50.269,0.101,0.097,,49.973,,0,0,,,0.216,,,
China,1933,500193876,4.62E+11,0.113,54.111,0.108,0.117,,53.731,,0,0,,,0.267,,,
China,1934,503158681,4.71E+11,0.098,62.383,0.124,0.132,,62.003,,0,0,,,0.282,,,
China,1935,506141059,5.09E+11,0.156,72.646,0.144,0.143,,72.057,,0,0,,,0.432,,,
China,1936,509141114,5.41E+11,0.428,75.477,0.148,0.14,,74.539,,0,0,,,0.509,,,
China,1937,512158952,5.28E+11,0.438,70.969,0.139,0.134,,69.937,,0,0,,,0.594,,,
China,1938,515194677,5.15E+11,0.009,61.366,0.119,0.119,,60.521,,0,0,,,0.835,,,
China,1939,518180790,,0.223,74.427,0.144,,,73.024,,0,0,,,1.18,,,
China,1940,521116640,,0.272,90.791,0.174,,,88.723,,0,0,,,1.795,,,
China,1941,524001569,,0.496,113.979,0.218,,,111.449,,0,0,,,2.034,,,
China,1942,526834916,,0.655,127.613,0.242,,,124.452,,0,0,,,2.506,,,
China,1943,529616012,,0.64,108.995,0.206,,,107.402,,0,0,,,0.953,,,
China,1944,532411789,,0.49,103.004,0.193,,,101.898,,0,0,,,0.616,,,
China,1945,535222325,,0.018,55.892,0.104,,,55.335,,0,0,,,0.539,,,
China,1946,538047697,,0.086,36.107,0.067,,,35.805,,0,0,,,0.216,,,
China,1947,540887984,,0.174,41.836,0.077,,,41.501,,0,0,,,0.161,,,
China,1948,543743264,,0.083,38.4,0.071,,,38.094,,0,0,,,0.224,,,
China,1949,548239920,,0.275,62.081,0.113,,,61.444,,0,0,,,0.363,,,
China,1950,543979200,4.37E+11,0.587,78.835,0.145,0.18,,77.615,,0,0.015,,,0.619,,,
China,1951,553614016,5.30E+11,1.036,102.115,0.184,0.193,,100.133,,0,0.007,,,0.938,,,
China,1952,564954496,5.96E+11,1.203,127.999,0.227,0.215,,125.444,,0,0.015,,,1.337,,,
China,1953,577378688,6.73E+11,1.615,133.783,0.232,0.199,,130.237,,0,0.022,,,1.909,,,
China,1954,589936000,6.24E+11,1.915,160.877,0.273,0.258,,155.592,,0,0.029,,,3.341,,,
China,1955,603320128,6.81E+11,1.873,190.521,0.316,0.28,,183.196,,0,0.033,,,5.419,,,
China,1956,616283008,7.39E+11,2.66,215.824,0.35,0.292,,205.023,,0,0.048,,,8.094,,,
China,1957,630003008,7.62E+11,2.855,255.785,0.406,0.336,,243.81,,0,0.132,,,8.988,,,
China,1958,643791552,7.66E+11,3.871,524.617,0.815,0.685,,508.175,,0,0.213,,,12.359,,,
China,1959,652179200,7.44E+11,5.107,720.152,1.104,0.968,,695.438,,0,0.557,,,19.049,,,
China,1960,654170688,7.05E+11,6.514,798.8,1.221,1.133,,748.376,,0,1.993,,,22.992,18.925,,
China,1961,655260352,5.77E+11,2.585,570.63,0.871,0.989,,522.475,,0,2.818,,,22.336,20.417,,
China,1962,664614656,6.17E+11,2.497,459.618,0.692,0.746,,411.925,,0,2.323,,,21.764,21.108,,
China,1963,683903552,7.06E+11,3.355,456.779,0.668,0.647,,406.129,,0,1.957,,,23.27,22.069,,
China,1964,704593792,8.05E+11,5.032,460.637,0.654,0.573,,401.574,,0,2.03,,,27.729,24.271,,
China,1965,723846336,8.96E+11,6.801,500.286,0.691,0.558,0.326,432.993,,0,2.11,,,34.999,23.383,1536.194,
China,1966,742948544,9.27E+11,8.387,549.459,0.74,0.593,0.329,469.765,,0,2.568,,,44.547,24.192,1669.308,
China,1967,761006272,9.33E+11,6.085,460.226,0.605,0.493,0.307,383.599,,0,2.799,,,42.499,25.244,1501.068,
China,1968,780371968,9.12E+11,5.253,495.507,0.635,0.543,0.327,412.72,,0,2.686,,,48.651,26.197,1516.696,
China,1969,801430976,1.01E+12,7.613,607.683,0.758,0.604,0.329,501.177,,0,3.759,,,66.85,28.285,1845.186,
China,1970,822534464,1.14E+12,10.718,807.953,0.982,0.706,0.342,665.866,,0,5.503,,,94.645,31.22,2361.698,
China,1971,843285440,1.22E+12,13.124,909.21,1.078,0.748,0.325,736.424,,0.791,7.174,,,120.091,31.605,2800.124,
China,1972,862840384,1.23E+12,14.717,968.646,1.123,0.785,0.321,770.722,,1.022,9.281,,,138.328,34.576,3018.837,
China,1973,881652096,1.33E+12,15.456,1008.293,1.144,0.756,0.316,783.741,,1.264,11.468,,,158.819,37.544,3186.893,
China,1974,899367680,1.37E+12,15.34,1028.1,1.143,0.752,0.313,776.101,,1.634,14.44,,,182.573,38.011,3286.762,
China,1975,915124672,1.46E+12,19.102,1183.215,1.293,0.81,0.321,906.638,,1.905,16.972,,,204.191,34.406,3680.442,
China,1976,929375936,1.41E+12,19.253,1226.421,1.32,0.868,0.317,910.39,,1.905,19.368,,,238.985,36.52,3874.827,
China,1977,942581312,1.49E+12,22.906,1340.831,1.423,0.898,0.317,998.609,,2.18,23.237,,,257.484,36.415,4225.152,
China,1978,955138944,1.67E+12,26.81,1492.778,1.563,0.895,0.322,1117.447,,2.737,26.286,,,281.992,37.506,4632.033,
China,1979,968298944,1.80E+12,30.32,1525.661,1.576,0.847,0.32,1147.547,,3.063,27.777,,,278.427,38.527,4771.826,
China,1980,982372480,1.89E+12,32.712,1494.496,1.521,0.789,0.31,1122.664,,3.012,27.319,,,273.202,35.586,4827.534,
China,1981,997259520,1.95E+12,33.903,1476.488,1.481,0.757,0.31,1125.005,,2.689,24.388,,,256.374,34.129,4763.85,
China,1982,1013483200,2.13E+12,38.87,1606.585,1.585,0.755,0.323,1248.856,,2.524,22.9,,,257.81,35.625,4976.87,
China,1983,1029226880,2.28E+12,44.126,1694.217,1.646,0.743,0.32,1321.843,,2.671,23.439,,,263.771,38.366,5297.698,
China,1984,1044172224,2.53E+12,50.066,1844.828,1.767,0.728,0.324,1454.198,,3.213,24.226,,,271.451,41.674,5685.145,
China,1985,1060240000,2.75E+12,59.301,1998.083,1.885,0.726,0.325,1584.511,,0,24.82,,,284.594,44.857,6150.371,
China,1986,1077770496,2.93E+12,67.362,2104.213,1.952,0.718,0.327,1657.391,,0,26.352,,,303.068,50.04,6444.106,
China,1987,1096851840,3.18E+12,75.429,2257.739,2.058,0.711,0.325,1770.269,,0,26.601,,,321.523,63.917,6950.239,
China,1988,1115889792,3.35E+12,84.961,2425.894,2.174,0.723,0.325,1892.698,,0,27.311,,,343.13,77.794,7467.112,
China,1989,1134414720,3.38E+12,84.886,2463.654,2.172,0.729,0.314,1920.239,,0,28.821,,,354.441,75.267,7836.437,
China,1990,1153704192,3.39E+12,84.513,2484.855,2.154,0.734,0.313,1976.684,2321.05,0,29.301,765.84,296.17,330.291,64.065,7938.25,2891.73
China,1991,1170626176,3.51E+12,101.305,2606.096,2.226,0.743,0.313,2049.92,2401.029,0,30.778,775.53,303.72,356.027,68.066,8337.61,3039.15
China,1992,1183813376,3.76E+12,122.445,2730.788,2.307,0.727,0.311,2114.715,2577.371,0,30.239,781.19,309.6,385.793,77.596,8773.709,3168.05
China,1993,1195855616,4.13E+12,142.774,2921.651,2.443,0.708,0.309,2228.745,2758.274,0,35.728,790.54,301.41,428.549,85.855,9457.634,3397.8
China,1994,1207286656,4.44E+12,164.377,3100.002,2.568,0.698,0.308,2380.586,2748.222,0,41.568,812.96,314.95,423.712,89.76,10048.812,3557.37
China,1995,1218144384,4.81E+12,184.637,3357.909,2.757,0.698,0.324,2569.754,2992.187,0,42.436,850.31,358.59,468.23,92.852,10352.658,3960.71
China,1996,1228298880,5.13E+12,192.853,3503.234,2.852,0.683,0.321,2660.401,3122.029,0,44.47,858.79,384.61,510.622,94.887,10907.449,3982.11
China,1997,1237801472,5.29E+12,202.874,3510.169,2.836,0.663,0.32,2609.556,3055.2,0,44.159,813.78,356.53,557.961,95.62,10981.134,3977.65
China,1998,1246836096,5.34E+12,211.369,3360.455,2.695,0.629,0.305,2444.771,2957.13,0,50.501,815.85,365.59,559.262,94.553,11000.566,4095.97
China,1999,1255433216,5.58E+12,228.322,3552.842,2.83,0.637,0.312,2580.992,3167.125,0,54.572,810.42,381.21,596.751,92.205,11386.068,4028.58
China,2000,1264099072,5.95E+12,244.388,3644.464,2.883,0.612,0.309,2601.737,3256.258,0,59.796,810.19,376.06,648.686,89.857,11800.284,4221.08
China,2001,1272739584,6.33E+12,270.828,3723.731,2.926,0.588,0.299,2637.655,3352.691,0,67.157,802.87,378.28,659.3,88.79,12470.063,4430.04
China,2002,1280926080,6.81E+12,296.59,4112.459,3.211,0.603,0.303,3018.634,3658,0,53.993,795.72,396.99,653.086,90.156,13580.49,4736.95
China,2003,1288873344,7.25E+12,345.186,4827.446,3.745,0.666,0.305,3601.712,4067.041,0,60.745,821.23,401.56,727.099,92.704,15818.756,5387.28
China,2004,1296816768,7.83E+12,379.992,5223.755,4.028,0.667,0.282,3835.288,4321.464,0,71.521,867.68,417.36,839.093,97.86,18509.135,6172.83
China,2005,1304887552,8.60E+12,411.649,5876.555,4.503,0.683,0.279,4424.39,4714.85,0,84.957,905.26,427.61,850.173,105.387,21027.164,6934.85
China,2006,1313086592,9.49E+12,470.087,6488.804,4.942,0.684,0.282,4905.374,5131.892,0,103.753,944.44,440.46,898.534,111.056,23048.367,7614.35
China,2007,1321513216,1.04E+13,514.981,6978.612,5.281,0.674,0.279,5289.904,5546.232,0,129.515,975.03,449.39,927.351,116.861,25049.293,8224.19
China,2008,1330167168,1.08E+13,525.924,7496.832,5.636,0.694,0.288,5729.474,5970.326,0,149.674,994.45,465.24,970.117,121.642,26019.002,8480.5
China,2009,1339125632,1.16E+13,583.56,7886.533,5.889,0.681,0.29,6028.5,6724.771,0,164.404,1024.1,476.12,982.348,127.721,27158.898,9055.11
China,2010,1348191360,1.29E+13,639.592,8616.652,6.391,0.67,0.297,6568.793,7340.542,0,199.585,1073.15,488.57,1092.572,116.11,29054.18,9887.06
China,2011,1357095424,1.37E+13,708.564,9528.556,7.021,0.697,0.304,7309.786,8140.48,0,245.99,1121.46,497.54,1123.859,140.357,31333.574,10388.48
China,2012,1366560768,1.44E+13,714.782,9779.281,7.156,0.681,0.3,7464.806,8504.235,3.66,277.599,1122.85,509.57,1176.712,141.722,32620.357,10675.66
China,2013,1376100352,1.53E+13,748.323,9956.309,7.235,0.651,0.294,7493.454,8732.363,3.565,320.127,1147.21,522.8,1234.622,156.217,33847.848,11168.26
China,2014,1385189632,1.62E+13,778.627,9998.621,7.218,0.616,0.287,7425.067,8824.854,3.878,370.222,1161.42,534.42,1255.605,165.223,34835.977,11228.48
China,2015,1393715456,1.67E+13,721.995,9866.904,7.08,0.59,0.28,7266.979,8875.267,3.854,380.052,1159.87,549.62,1328.805,165.219,35283.02,11108.86
China,2016,1401889664,1.73E+13,743.044,9764.979,6.966,0.566,0.272,7071.404,8872.892,3.041,421.726,1120.35,552.67,1357.838,167.928,35876.348,11151.31
China,2017,1410275968,1.76E+13,758.185,10011.107,7.099,0.57,0.27,7163.318,9150.192,2.925,486.359,1131.63,548.88,1430.587,169.733,37112.145,11385.48
China,2018,1417069440,1.82E+13,786.745,10353.877,7.307,0.57,0.268,7316.4,9626.587,3.351,575.369,1159.28,545.19,1500.474,171.539,38578.57,11821.66
China,2019,1421864064,,826.876,10740.996,7.554,,0.269,7543.157,9959.169,3.806,630.171,1176.34,552.28,1559.728,177.257,39978.492,12055.41
China,2020,1424929792,,858.233,10956.213,7.689,,0.267,7605.717,10033.401,5.119,687.881,,,1627.725,171.539,40994.574,
China,2021,1425893504,,852.961,11472.368,8.046,,0.262,7955.985,,4.677,773.866,,,1713.34,171.539,43790.895,
